CMDLINE /Users/zouyingjie/soft/python/500Lines/vir_500lines/bin/python3.6 cp02/demo01.py
MEM 0.484375 1504533149.2027
MEM 17.472656 1504533149.3076
MEM 24.964844 1504533149.4107
MEM 32.300781 1504533149.5140
MEM 33.839844 1504533149.6180
MEM 37.042969 1504533149.7198
