CMDLINE /Users/zouyingjie/soft/python/500Lines/vir_500lines/bin/python3.6 cp02/demo01.py
MEM 0.394531 1504533122.0916
MEM 16.687500 1504533122.1932
MEM 22.300781 1504533122.2943
MEM 27.558594 1504533122.3969
MEM 33.410156 1504533122.4984
MEM 36.167969 1504533122.5986
